,IMPACT RATIO:,ELIFT RATIO:,ODDS RATIO:,
Raw Data,0.68621658736,0.82026962757,0.10273503493,
./crime_unisample.csv,0.999995172496,0.999997686766,0.999976703769,
./unisample_predictions_logr.csv,0.999959367755,0.999980529559,0.999749001243,
./unisample_predictions_gnb.csv,1.00412042574,1.00197018435,1.01690593554,
