0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0.0252130329652,0.146254807201,-1.01168015176,-0.111370242636,-0.0543756945067,0.0856069092774,-0.701900754032,-0.389616892836,0.372271083117,0.165230302235,0.428889447026,-0.434728569278,-0.519877234988,0.728080634065,-1.70691423498,0.400948599443,-0.0241941503575,-0.0744919201179,0.0202033559836,-0.291127579961,-0.262084644767,-1.04811700387,-0.443760162284,0.280566239585,0.629632295538,0.530453540248,-1.19973667977,-0.808813073932,0.345148607434,-0.275596509234,-0.7004045384,0.222574761207,-0.581695870896,0.420953021816,1.11284806628,-0.13532831886,0.329080446937,0.0718854078716,0.916834119809,0.662352919902,0.116549097655,-1.13253019459,-1.4029490841,-0.72086946753,-0.131035886908,-0.124732811635,-0.656561352102,0.664170717814,1.33065327052,-0.352769004578,0.41693386392,0.04769554905,0.293618744243,-0.532375758723,-0.149541409662,0.0848762380225,0.421426394381,0.467253499555,0.186261194807,-0.445862407903,-0.0137954188082,0.220415231489,0.292240006485,0.0303985386589,0.562335084529,-0.326421181125,0.210867036396,0.473343096671,0.0981021915251,0.629829251396,-0.887914943546,-0.0743672273809,0.522043385358,-0.584188123807,-0.31168790394,0.0780686343318,0.461429942558,-0.134682565502,0.111600364444,0.200716697616,-0.80983538356,0.274510397759,-0.0134420740987,0.656448800944,0.862660737679,-0.217316706995,-0.481958834965,0.570180947028,1.15380063712,0.954204990613,-0.328864595573,-0.117890393075,0.286326377387,0.151536446275,0.438494124178,0.0954078802116,-0.836090152513,0.348045397594,0.982457277511
