0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0.193838282434,0.15446306224,-1.0153969424,0.010580545533,0.168277633054,0.157375279233,-0.499503935512,-0.220056269289,0.523096335619,0.360417251065,0.352687005198,-0.359303567456,-0.601717723114,0.61796781856,-1.84848826202,0.283621641889,-0.0945146362835,0.0446432625975,0.105585522404,-0.0439416653058,-0.221151750681,-0.960827862279,-0.539619312634,0.557320297748,0.653525511471,0.686933542872,-1.18831369358,-0.527017967096,0.356903909496,-0.347707038572,-0.842305569837,0.401223519098,-0.482538688843,0.443036491735,1.15397310393,-0.292754567991,0.112690724376,0.0289307223121,1.10915382512,0.674323327837,0.0065833995824,-0.99493845863,-1.39627956645,-0.82105520823,-0.332898530618,-0.162101984134,-0.801959001461,0.6484278837,1.0673249103,-0.114263576926,0.585621942074,-0.193292350912,0.352119836324,-0.531808871215,-0.180173842617,0.00580828744256,0.36831034919,0.364892132761,-0.0695734894324,-0.567858255518,-0.00745545776268,0.213951068349,0.0909124355067,-0.0673988887909,0.360108508999,-0.373732572466,0.248695104881,0.300749703965,0.0788030487616,0.807382889784,-0.87196958707,-0.174000506456,0.735708969233,-0.650790370064,-0.0713787807117,0.27810431021,0.377911062537,-0.164885269896,0.125665343432,0.141591692554,-0.658238023632,0.260417551718,-0.107580434275,0.644651560082,0.919210217898,-0.110612229968,-0.320220436849,0.515194024578,1.33340900669,1.07563911264,-0.0480219018344,-0.117604892821,0.344120628554,0.201479519865,0.451480578225,-0.104161959393,-0.808908156024,0.219330614231,0.936369054368
