fpr,tpr
0.0,0.0
0.010101010101,0.0951202413016
0.020202020202,0.190240482603
0.030303030303,0.285360723905
0.040404040404,0.380480965207
0.0505050505051,0.448826460274
0.0606060606061,0.494784630896
0.0707070707071,0.50556479564
0.0808080808081,0.547533421826
0.0909090909091,0.578157342893
0.10101010101,0.608519283048
0.111111111111,0.63219113921
0.121212121212,0.658335193073
0.131313131313,0.679602698294
0.141414141414,0.692139931562
0.151515151515,0.719247305881
0.161616161616,0.737105413475
0.171717171717,0.757589044914
0.181818181818,0.764341531476
0.191919191919,0.775013790261
0.20202020202,0.777964787753
0.212121212121,0.781234310193
0.222222222222,0.784165976834
0.232323232323,0.794524852722
0.242424242424,0.807921093787
0.252525252525,0.815530994661
0.262626262626,0.820954404593
0.272727272727,0.824791300626
0.282828282828,0.8322366691
0.292929292929,0.840320257207
0.30303030303,0.843523185569
0.313131313131,0.849464098034
0.323232323232,0.853264085672
0.333333333333,0.860656339459
0.343434343434,0.873873289614
0.353535353535,0.875236146692
0.363636363636,0.876711543654
0.373737373737,0.881660993827
0.383838383838,0.88438860362
0.393939393939,0.899892181063
0.40404040404,0.917475730594
0.414141414141,0.926981756482
0.424242424242,0.927588661901
0.434343434343,0.928347518922
0.444444444444,0.929703619878
0.454545454545,0.929781867139
0.464646464646,0.930830201894
0.474747474747,0.931101771215
0.484848484848,0.941679972046
0.494949494949,0.956189901005
0.505050505051,0.961085551279
0.515151515152,0.962483274464
0.525252525253,0.963579254519
0.535353535354,0.97238762752
0.545454545455,0.976049909516
0.555555555556,0.976780326014
0.565656565657,0.978853380193
0.575757575758,0.980369362326
0.585858585859,0.980975011296
0.59595959596,0.981014134927
0.606060606061,0.981014134927
0.616161616162,0.981014134927
0.626262626263,0.981014134927
0.636363636364,0.981014134927
0.646464646465,0.981014134927
0.656565656566,0.981014134927
0.666666666667,0.981014134927
0.676767676768,0.981014134927
0.686868686869,0.981014134927
0.69696969697,0.981014134927
0.707070707071,0.981014134927
0.717171717172,0.981014134927
0.727272727273,0.981014134927
0.737373737374,0.981014134927
0.747474747475,0.981014134927
0.757575757576,0.981014134927
0.767676767677,0.982665199492
0.777777777778,0.98651730912
0.787878787879,0.99095655467
0.79797979798,0.99095655467
0.808080808081,0.99095655467
0.818181818182,0.99095655467
0.828282828283,0.99095655467
0.838383838384,0.99095655467
0.848484848485,0.99095655467
0.858585858586,0.99095655467
0.868686868687,0.99095655467
0.878787878788,0.99095655467
0.888888888889,0.99095655467
0.89898989899,0.99095655467
0.909090909091,0.99095655467
0.919191919192,0.99095655467
0.929292929293,0.99095655467
0.939393939394,0.99095655467
0.949494949495,0.99095655467
0.959595959596,0.99095655467
0.969696969697,0.99095655467
0.979797979798,0.99095655467
0.989898989899,0.99095655467
1.0,1.0
