fpr,tpr
0.0,0.0
0.010101010101010102,0.1882363534622776
0.020202020202020204,0.34293691528176873
0.030303030303030304,0.5426487910106326
0.04040404040404041,0.7235349384309975
0.05050505050505051,0.8289521938624024
0.06060606060606061,0.9619516179585753
0.07070707070707072,1.0847584859508583
0.08080808080808081,1.2250673663331049
0.09090909090909091,1.383493144452924
0.10101010101010102,1.487016850519017
0.11111111111111112,1.6212430627304675
0.12121212121212122,1.7528912927245603
0.13131313131313133,1.9007912093139545
0.14141414141414144,2.0568388501379
0.15151515151515152,2.2028453580391556
0.16161616161616163,2.3389413441148634
0.17171717171717174,2.4649556674945323
0.18181818181818182,2.5764685322489536
0.19191919191919193,2.706546017438408
0.20202020202020204,2.8158360960096993
0.21212121212121213,2.9273089873530296
0.22222222222222224,3.0402340746232093
0.23232323232323235,3.1337102708138627
0.24242424242424243,3.244732724798377
0.25252525252525254,3.342232241237573
0.26262626262626265,3.4683614319184657
0.27272727272727276,3.639592155601806
0.2828282828282829,3.776643162730742
0.29292929292929293,3.896778244002466
0.30303030303030304,4.038730584334738
0.31313131313131315,4.168437572598998
0.32323232323232326,4.278849740322615
0.33333333333333337,4.394668141912388
0.3434343434343435,4.501134447107537
0.3535353535353536,4.610839160099954
0.36363636363636365,4.720639438910956
0.37373737373737376,4.833168062434527
0.38383838383838387,4.983245931953542
0.393939393939394,5.113476031767257
0.4040404040404041,5.241429588655049
0.4141414141414142,5.352158878562987
0.42424242424242425,5.4759774149267235
0.43434343434343436,5.60775130673856
0.4444444444444445,5.732301825799877
0.4545454545454546,5.8273770077063896
0.4646464646464647,5.914128399346158
0.4747474747474748,6.001910741009697
0.48484848484848486,6.115626728417603
0.494949494949495,6.2445544478724555
0.5050505050505051,6.340388331750671
0.5151515151515152,6.441721324022073
0.5252525252525253,6.521642938729522
0.5353535353535354,6.611778722664757
0.5454545454545455,6.69776535317726
0.5555555555555556,6.780816516001307
0.5656565656565657,6.873139870010438
0.5757575757575758,6.9811928571560165
0.5858585858585859,7.058866164374219
0.595959595959596,7.138617909086329
0.6060606060606061,7.231230515030061
0.6161616161616162,7.3175612486294375
0.6262626262626263,7.427043590012278
0.6363636363636365,7.523943951887568
0.6464646464646465,7.627995363074347
0.6565656565656566,7.6866437794781
0.6666666666666667,7.75194277544019
0.6767676767676768,7.845530163901957
0.686868686868687,7.910692106356408
0.696969696969697,8.012344843124415
0.7070707070707072,8.10110522553944
0.7171717171717172,8.183342673703104
0.7272727272727273,8.270252762841645
0.7373737373737375,8.345680798280572
0.7474747474747475,8.41780717528678
0.7575757575757577,8.505244570568726
0.7676767676767677,8.57687826607481
0.7777777777777778,8.645162986758173
0.787878787878788,8.755661029111163
0.797979797979798,8.836567422225334
0.8080808080808082,8.911251539198435
0.8181818181818182,8.970590657376022
0.8282828282828284,9.029494210643813
0.8383838383838385,9.086416160898272
0.8484848484848485,9.149664351621508
0.8585858585858587,9.22183285991325
0.8686868686868687,9.301005924836888
0.8787878787878789,9.363505091877217
0.888888888888889,9.428770238473271
0.8989898989898991,9.497960918983942
0.9090909090909092,9.553698131600491
0.9191919191919192,9.628044978003725
0.9292929292929294,9.688237168151343
0.9393939393939394,9.717484982011122
0.9494949494949496,9.784535807789492
0.9595959595959597,9.827237938846686
0.9696969696969697,9.88385559679651
0.9797979797979799,9.929421426476184
0.98989898989899,9.970302933826877
1.0,10.0
